Level 1 Spell	Level 2 Spell	Level 3 Spell	Level 4 Spell	Level 5 Spell	Level 6 Spell	Level 7 Spell	Level 8 Spell	Level 9 Spell	Level 10 Spell
ENT_ROOTS	THORNS_AURA	ENT_ROOTS	THORNS_AURA	ENT_ROOTS	TRANQUILITY	THORNS_AURA	FORCE_NATURE	FORCE_NATURE	FORCE_NATURE
THORNS_AURA	ENT_ROOTS	THORNS_AURA	ENT_ROOTS	THORNS_AURA	TRANQUILITY	ENT_ROOTS	FORCE_NATURE	FORCE_NATURE	FORCE_NATURE
ENT_ROOTS	THORNS_AURA	THORNS_AURA	ENT_ROOTS	THORNS_AURA	TRANQUILITY	ENT_ROOTS	FORCE_NATURE	FORCE_NATURE	FORCE_NATURE
SEARING_ARROWS	TRUESHOT	TRUESHOT	SEARING_ARROWS	TRUESHOT	STARFALL	SEARING_ARROWS	SCOUT	SCOUT	SCOUT
SEARING_ARROWS	TRUESHOT	SEARING_ARROWS	TRUESHOT	SEARING_ARROWS	STARFALL	TRUESHOT	SCOUT	SCOUT	SCOUT
TRUESHOT	SEARING_ARROWS	TRUESHOT	SEARING_ARROWS	TRUESHOT	STARFALL	SEARING_ARROWS	SCOUT	SCOUT	SCOUT
SEARING_ARROWS	TRUESHOT	SEARING_ARROWS	TRUESHOT	SEARING_ARROWS	STARFALL	TRUESHOT	SCOUT	SCOUT	SCOUT
TRUESHOT	SEARING_ARROWS	TRUESHOT	SEARING_ARROWS	TRUESHOT	STARFALL	SEARING_ARROWS	SCOUT	SCOUT	SCOUT
SEARING_ARROWS	TRUESHOT	TRUESHOT	SEARING_ARROWS	TRUESHOT	STARFALL	SEARING_ARROWS	SCOUT	SCOUT	SCOUT
TRUESHOT	SEARING_ARROWS	TRUESHOT	SEARING_ARROWS	TRUESHOT	STARFALL	SEARING_ARROWS	SCOUT	SCOUT	SCOUT
SEARING_ARROWS	TRUESHOT	TRUESHOT	SEARING_ARROWS	TRUESHOT	STARFALL	SEARING_ARROWS	SCOUT	SCOUT	SCOUT
SEARING_ARROWS	TRUESHOT	SEARING_ARROWS	TRUESHOT	SEARING_ARROWS	STARFALL	TRUESHOT	SCOUT	SCOUT	SCOUT
SHADOW_TOUCH	BLINK	SHADOW_TOUCH	BLINK	SHADOW_TOUCH	VENGEANCE	BLINK	FAN_KNIVES	FAN_KNIVES	FAN_KNIVES
FAN_KNIVES	BLINK	FAN_KNIVES	BLINK	FAN_KNIVES	VENGEANCE	BLINK	SHADOW_TOUCH	SHADOW_TOUCH	SHADOW_TOUCH
SHADOW_TOUCH	FAN_KNIVES	FAN_KNIVES	BLINK	FAN_KNIVES	VENGEANCE	BLINK	BLINK	SHADOW_TOUCH	SHADOW_TOUCH
SHADOW_TOUCH	BLINK	SHADOW_TOUCH	BLINK	SHADOW_TOUCH	VENGEANCE	BLINK	FAN_KNIVES	FAN_KNIVES	FAN_KNIVES
FAN_KNIVES	BLINK	FAN_KNIVES	BLINK	FAN_KNIVES	VENGEANCE	BLINK	SHADOW_TOUCH	SHADOW_TOUCH	SHADOW_TOUCH
SHADOW_TOUCH	FAN_KNIVES	FAN_KNIVES	BLINK	FAN_KNIVES	VENGEANCE	BLINK	BLINK	SHADOW_TOUCH	SHADOW_TOUCH
SHADOW_TOUCH	BLINK	SHADOW_TOUCH	BLINK	SHADOW_TOUCH	VENGEANCE	BLINK	FAN_KNIVES	FAN_KNIVES	FAN_KNIVES
FAN_KNIVES	BLINK	FAN_KNIVES	BLINK	FAN_KNIVES	VENGEANCE	BLINK	SHADOW_TOUCH	SHADOW_TOUCH	SHADOW_TOUCH
SHADOW_TOUCH	FAN_KNIVES	FAN_KNIVES	BLINK	FAN_KNIVES	VENGEANCE	BLINK	BLINK	SHADOW_TOUCH	SHADOW_TOUCH
