Level 1 Spell	Level 2 Spell	Level 3 Spell	Level 4 Spell	Level 5 Spell	Level 6 Spell	Level 7 Spell	Level 8 Spell	Level 9 Spell	Level 10 Spell
CARRION_SWARM	SLEEP	VAMP_AURA	VAMP_AURA	CARRION_SWARM	INFERNO	VAMP_AURA	CARRION_SWARM	SLEEP	SLEEP
CARRION_SWARM	VAMP_AURA	CARRION_SWARM	VAMP_AURA	CARRION_SWARM	INFERNO	VAMP_AURA	SLEEP	SLEEP	SLEEP
CARRION_SWARM	VAMP_AURA	CARRION_SWARM	VAMP_AURA	CARRION_SWARM	INFERNO	VAMP_AURA	SLEEP	SLEEP	SLEEP
VAMP_AURA	SLEEP	VAMP_AURA	CARRION_SWARM	VAMP_AURA	INFERNO	CARRION_SWARM	CARRION_SWARM	SLEEP	SLEEP
SLEEP	VAMP_AURA	VAMP_AURA	CARRION_SWARM	VAMP_AURA	INFERNO	CARRION_SWARM	CARRION_SWARM	SLEEP	SLEEP
SLEEP	CARRION_SWARM	CARRION_SWARM	VAMP_AURA	CARRION_SWARM	INFERNO	SLEEP	VAMP_AURA	VAMP_AURA	SLEEP
VAMP_AURA	SLEEP	VAMP_AURA	CARRION_SWARM	VAMP_AURA	INFERNO	CARRION_SWARM	CARRION_SWARM	SLEEP	SLEEP
VAMP_AURA	CARRION_SWARM	VAMP_AURA	CARRION_SWARM	VAMP_AURA	INFERNO	CARRION_SWARM	SLEEP	SLEEP	SLEEP
FROST_NOVA	DARK_RITUAL	FROST_NOVA	DARK_RITUAL	FROST_NOVA	DEATH_DECAY	DARK_RITUAL	FROST_ARMOR	FROST_ARMOR	FROST_ARMOR
FROST_NOVA	FROST_ARMOR	FROST_NOVA	DARK_RITUAL	FROST_NOVA	DEATH_DECAY	DARK_RITUAL	FROST_ARMOR	DARK_RITUAL	FROST_ARMOR
FROST_ARMOR	FROST_NOVA	FROST_NOVA	FROST_ARMOR	FROST_NOVA	FROST_ARMOR	DEATH_DECAY	DARK_RITUAL	DARK_RITUAL	DARK_RITUAL
FROST_NOVA	DARK_RITUAL	FROST_NOVA	DARK_RITUAL	FROST_NOVA	DEATH_DECAY	DARK_RITUAL	FROST_ARMOR	FROST_ARMOR	FROST_ARMOR
FROST_NOVA	FROST_ARMOR	FROST_NOVA	DARK_RITUAL	FROST_NOVA	DEATH_DECAY	DARK_RITUAL	FROST_ARMOR	DARK_RITUAL	FROST_ARMOR
FROST_ARMOR	FROST_NOVA	FROST_ARMOR	FROST_NOVA	FROST_NOVA	FROST_ARMOR	DEATH_DECAY	DARK_RITUAL	DARK_RITUAL	DARK_RITUAL
FROST_NOVA	DARK_RITUAL	FROST_NOVA	DARK_RITUAL	FROST_NOVA	DEATH_DECAY	DARK_RITUAL	FROST_ARMOR	FROST_ARMOR	FROST_ARMOR
FROST_NOVA	FROST_ARMOR	FROST_NOVA	FROST_ARMOR	FROST_NOVA	FROST_ARMOR	DEATH_DECAY	DARK_RITUAL	DARK_RITUAL	DARK_RITUAL
FROST_ARMOR	FROST_NOVA	FROST_ARMOR	FROST_NOVA	FROST_NOVA	FROST_ARMOR	DEATH_DECAY	DARK_RITUAL	DARK_RITUAL	DARK_RITUAL
CARRION_SCARAB	IMPALE	CARRION_SCARAB	IMPALE	CARRION_SCARAB	LOCUST_SWARM	IMPALE	THORNY_SHIELD	THORNY_SHIELD	THORNY_SHIELD
CARRION_SCARAB	IMPALE	CARRION_SCARAB	THORNY_SHIELD	CARRION_SCARAB	LOCUST_SWARM	THORNY_SHIELD	IMPALE	IMPALE	THORNY_SHIELD
IMPALE	THORNY_SHIELD	IMPALE	THORNY_SHIELD	IMPALE	LOCUST_SWARM	THORNY_SHIELD	CARRION_SCARAB	CARRION_SCARAB	CARRION_SCARAB
IMPALE	THORNY_SHIELD	IMPALE	THORNY_SHIELD	IMPALE	LOCUST_SWARM	THORNY_SHIELD	CARRION_SCARAB	CARRION_SCARAB	CARRION_SCARAB
IMPALE	THORNY_SHIELD	IMPALE	THORNY_SHIELD	IMPALE	LOCUST_SWARM	THORNY_SHIELD	CARRION_SCARAB	CARRION_SCARAB	CARRION_SCARAB
CARRION_SCARAB	IMPALE	CARRION_SCARAB	THORNY_SHIELD	CARRION_SCARAB	LOCUST_SWARM	THORNY_SHIELD	THORNY_SHIELD	IMPALE	IMPALE
IMPALE	THORNY_SHIELD	IMPALE	THORNY_SHIELD	IMPALE	LOCUST_SWARM	THORNY_SHIELD	CARRION_SCARAB	CARRION_SCARAB	CARRION_SCARAB
IMPALE	THORNY_SHIELD	IMPALE	THORNY_SHIELD	IMPALE	LOCUST_SWARM	THORNY_SHIELD	CARRION_SCARAB	CARRION_SCARAB	CARRION_SCARAB
IMPALE	THORNY_SHIELD	IMPALE	THORNY_SHIELD	IMPALE	LOCUST_SWARM	THORNY_SHIELD	CARRION_SCARAB	CARRION_SCARAB	CARRION_SCARAB
