Name in AI	4-letter-code	race	type	buy type	built in/by, needed1	needed2	needed3	add for counting 1	add for counting 2	attack group	available time (in seconds)	restock time (in seconds)	gold_price (items only)	wood_price (items only)	bonus hero strength	air strength	casters strength	towers strength	piercing strength	normal strength	siege strength	magic strength	unarmored strength	lightarmor strength	mediumarmor strength	heavyarmor strength
UPG_ORC_VENOM	Rovs	ORC	upgrade	UPGRADE	BESTIARY	FORTRESS	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_ORC_REGEN	Rotr	ORC	upgrade	UPGRADE	ORC_BARRACKS	STRONGHOLD	FORGE	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABOMINATION	uabo	UNDEAD	0	UNIT	SLAUGHTERHOUSE	NECROPOLIS_3	0	0	0	true	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4
ACOLYTE	uaco	UNDEAD	peon	UNIT	NECROPOLIS_1	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BANSHEE	uban	UNDEAD	0	UNIT	DAMNED_TEMPLE	0	0	0	0	true	0	0	0	0	0	0	2	0	0	0	0	2	1	0	0	0
CRYPT_FIEND	ucry	UNDEAD	0	UNIT	CRYPT	GRAVEYARD	0	0	0	true	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0
FROST_WYRM	ufro	UNDEAD	0	UNIT	BONEYARD	0	0	0	0	true	0	0	0	0	0	8	0	0	0	0	0	6	0	7	0	0
GARGOYLE	ugar	UNDEAD	0	UNIT	CRYPT	NECROPOLIS_3	GRAVEYARD	0	GARGOYLE_MORPH	true	0	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0
GARGOYLE_MORPH	ugrm	UNDEAD	mutated	UNIT	0	0	0	0	GARGOYLE	false	0	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0
GHOUL	ugho	UNDEAD	ghoul	UNIT	CRYPT	0	0	0	0	true	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2
MEAT_WAGON	umtw	UNDEAD	siege	UNIT	SLAUGHTERHOUSE	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3
NECRO	unec	UNDEAD	0	UNIT	DAMNED_TEMPLE	0	0	0	0	true	0	0	0	0	0	0	3	0	0	0	0	1	1	0	0	0
SKEL_WARRIOR	uske	UNDEAD	mutated	UNIT	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHADE	ushd	UNDEAD	0	UNIT	ACOLYTE	SAC_PIT	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNDEAD_MINE	ugol	UNDEAD	mine,expansion	BUILDING	ACOLYTE	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNDEAD_ALTAR	uaod	UNDEAD	altar	BUILDING	ACOLYTE	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BONEYARD	ubon	UNDEAD	0	BUILDING	ACOLYTE	NECROPOLIS_3	SAC_PIT	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NECROPOLIS_1	unpl	UNDEAD	hall1	BUILDING	0	0	0	NECROPOLIS_2	NECROPOLIS_3	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NECROPOLIS_2	unp1	UNDEAD	hall2	BUILDING	NECROPOLIS_1	0	UPGRADED	NECROPOLIS_3	0	false	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NECROPOLIS_3	unp2	UNDEAD	hall3	BUILDING	NECROPOLIS_2	UNDEAD_ALTAR	UPGRADED	0	0	false	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0
SAC_PIT	usap	UNDEAD	0	BUILDING	ACOLYTE	NECROPOLIS_2	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRYPT	usep	UNDEAD	0	BUILDING	ACOLYTE	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLAUGHTERHOUSE	uslh	UNDEAD	0	BUILDING	ACOLYTE	NECROPOLIS_2	GRAVEYARD	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAMNED_TEMPLE	utod	UNDEAD	0	BUILDING	ACOLYTE	NECROPOLIS_2	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZIGGURAT_1	uzig	UNDEAD	farm	BUILDING	ACOLYTE	0	0	ZIGGURAT_2	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZIGGURAT_2	uzg1	UNDEAD	zigg	BUILDING	ZIGGURAT_1	GRAVEYARD	UPGRADED	0	0	false	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GRAVEYARD	ugrv	UNDEAD	lumber	BUILDING	ACOLYTE	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_CANNIBALIZE	Ruac	UNDEAD	upgrade	UPGRADE	CRYPT	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_GHOUL_FRENZY	Rugf	UNDEAD	upgrade	UPGRADE	CRYPT	NECROPOLIS_3	GRAVEYARD	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_FIEND_WEB	Ruwb	UNDEAD	upgrade	UPGRADE	CRYPT	GRAVEYARD	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_STONE_FORM	Rusf	UNDEAD	upgrade	UPGRADE	CRYPT	NECROPOLIS_3	GRAVEYARD	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_WYRM_BREATH	Rufb	UNDEAD	upgrade	UPGRADE	BONEYARD	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_SKEL_LIFE	Rusl	UNDEAD	upgrade	UPGRADE	DAMNED_TEMPLE	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_PLAGUE	Rupc	UNDEAD	upgrade	UPGRADE	SLAUGHTERHOUSE	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WISP	ewsp	ELF	peon	UNIT	TREE_LIFE	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARCHER	earc	ELF	0	UNIT	ANCIENT_WAR	0	0	0	0	true	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0
DRUID_TALON	edot	ELF	0	UNIT	ANCIENT_WIND	0	0	0	DRUID_TALON_M	true	0	0	0	0	0	0	3	0	0	0	0	2	1	0	0	0
DRUID_TALON_M	edtm	ELF	mutated	UNIT	0	0	0	0	DRUID_TALON	true	0	0	0	0	0	0	3	0	0	0	0	2	1	0	0	0
BALLISTA	ebal	ELF	siege	UNIT	ANCIENT_WAR	TREE_AGES	HUNTERS_HALL	0	0	true	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3
DRUID_CLAW	edoc	ELF	0	UNIT	ANCIENT_LORE	TREE_AGES	0	0	DRUID_CLAW_M	true	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	4
DRUID_CLAW_M	edcm	ELF	mutated	UNIT	0	0	0	0	DRUID_CLAW	true	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	4
DRYAD	edry	ELF	0	UNIT	ANCIENT_LORE	0	0	0	0	true	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
HIPPO	ehip	ELF	0	UNIT	ANCIENT_WIND	0	0	0	0	true	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
HIPPO_RIDER	ehpr	ELF	0	UNIT	0	0	0	0	0	true	0	0	0	0	0	4	0	0	4	0	0	0	0	4	0	0
HUNTRESS	esen	ELF	0	UNIT	ANCIENT_WAR	HUNTERS_HALL	0	0	0	true	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0
CHIMAERA	echm	ELF	siege	UNIT	CHIMAERA_ROOST	0	0	0	0	true	0	0	0	0	0	5	0	0	0	0	0	5	0	5	0	0
ANCIENT_LORE	eaoe	ELF	0	BUILDING	WISP	TREE_AGES	HUNTERS_HALL	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANCIENT_WAR	eaom	ELF	rushcreep	BUILDING	WISP	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANCIENT_WIND	eaow	ELF	0	BUILDING	WISP	TREE_AGES	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TREE_AGES	etoa	ELF	hall2	BUILDING	TREE_LIFE	0	UPGRADED	TREE_ETERNITY	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TREE_ETERNITY	etoe	ELF	hall3	BUILDING	TREE_AGES	ELF_ALTAR	UPGRADED	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TREE_LIFE	etol	ELF	hall1	BUILDING	0	0	0	TREE_AGES	TREE_ETERNITY	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANCIENT_PROTECT	etrp	ELF	0	BUILDING	WISP	HUNTERS_HALL	0	0	0	false	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ELF_ALTAR	eate	ELF	altar	BUILDING	WISP	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHIMAERA_ROOST	edos	ELF	0	BUILDING	WISP	TREE_ETERNITY	ANCIENT_WIND	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUNTERS_HALL	edob	ELF	0	BUILDING	WISP	TREE_LIFE	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MOON_WELL	emow	ELF	farm	BUILDING	WISP	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELF_MINE	egol	ELF	mine	BUILDING	WISP	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_ULTRAVISION	Reuv	ELF	upgrade	UPGRADE	HUNTERS_HALL	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_BLESSING	Renb	ELF	upgrade	UPGRADE	TREE_LIFE	TREE_AGES	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_SCOUT	Resc	ELF	upgrade	UPGRADE	ANCIENT_WAR	TREE_AGES	HUNTERS_HALL	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_GLAIVE	Remg	ELF	upgrade	UPGRADE	ANCIENT_WAR	TREE_ETERNITY	HUNTERS_HALL	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_BOWS	Reib	ELF	upgrade	UPGRADE	ANCIENT_WAR	TREE_AGES	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_MARKSMAN	Remk	ELF	upgrade	UPGRADE	ANCIENT_WAR	TREE_ETERNITY	HUNTERS_HALL	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_ABOLISH	Resi	ELF	upgrade	UPGRADE	ANCIENT_LORE	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_CHIM_ACID	Recb	ELF	upgrade	UPGRADE	CHIMAERA_ROOST	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_HIPPO_TAME	Reht	ELF	upgrade	UPGRADE	ANCIENT_WIND	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_BOLT	Repb	ELF	upgrade	UPGRADE	ANCIENT_WAR	TREE_AGES	HUNTERS_HALL	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_MARK_CLAW	Reeb	ELF	upgrade	UPGRADE	ANCIENT_LORE	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_MARK_TALON	Reec	ELF	upgrade	UPGRADE	ANCIENT_WIND	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_MELEE	Rhme	HUMAN	upgrade	ML_UPGRADE	BLACKSMITH	KEEP	CASTLE	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_RANGED	Rhra	HUMAN	upgrade	ML_UPGRADE	BLACKSMITH	KEEP	CASTLE	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_ARMOR	Rhar	HUMAN	upgrade	ML_UPGRADE	BLACKSMITH	KEEP	CASTLE	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_LEATHER	Rhla	HUMAN	upgrade	ML_UPGRADE	BLACKSMITH	KEEP	CASTLE	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_MASONRY	Rhac	HUMAN	upgrade	ML_UPGRADE	LUMBER_MILL	KEEP	CASTLE	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_WOOD	Rhlh	HUMAN	upgrade	ML_UPGRADE	LUMBER_MILL	KEEP	CASTLE	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_PRAYING	Rhpt	HUMAN	upgrade	ML_UPGRADE	SANCTUM	CASTLE	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_SORCERY	Rhst	HUMAN	upgrade	ML_UPGRADE	SANCTUM	CASTLE	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_ORC_MELEE	Rome	ORC	upgrade	ML_UPGRADE	FORGE	STRONGHOLD	FORTRESS	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_ORC_RANGED	Rora	ORC	upgrade	ML_UPGRADE	FORGE	STRONGHOLD	FORTRESS	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_ORC_ARMOR	Roar	ORC	upgrade	ML_UPGRADE	FORGE	STRONGHOLD	FORTRESS	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_ORC_SPIKES	Rosp	ORC	upgrade	ML_UPGRADE	FORGE	STRONGHOLD	FORTRESS	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_ORC_DOCS	Rowd	ORC	upgrade	ML_UPGRADE	LODGE	FORTRESS	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_ORC_SHAMAN	Rost	ORC	upgrade	ML_UPGRADE	LODGE	FORTRESS	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_UNHOLY_STR	Rume	UNDEAD	upgrade	ML_UPGRADE	GRAVEYARD	NECROPOLIS_2	NECROPOLIS_3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_CR_ATTACK	Rura	UNDEAD	upgrade	ML_UPGRADE	GRAVEYARD	NECROPOLIS_2	NECROPOLIS_3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_UNHOLY_ARMOR	Ruar	UNDEAD	upgrade	ML_UPGRADE	GRAVEYARD	NECROPOLIS_2	NECROPOLIS_3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_CR_ARMOR	Rucr	UNDEAD	upgrade	ML_UPGRADE	GRAVEYARD	NECROPOLIS_2	NECROPOLIS_3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
